bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1908088,2172,AB103,2,Engrossed,2025-03-20,"Budget Acts of 2022, 2023, and 2024.","An act to amend the Budget Act of 2022 (Chapters 43, 45, and 249 of the Statutes of 2022) by amending Item 3900-101-0001 of Section 2.00 of, and amending Sections 19.56 and 39.10 of, that act, to amend the Budget Act of 2023 (Chapters 12, 38, and 189 of the Statutes of 2023) by amending Sections 19.561, 19.564, and 39.10 of that act, and to amend the Budget Act of 2024 (Chapters 22, 35, and 994 of the Statutes of 2024) by amending Items 5180-001-0001, 5225-001-0001, 5225-002-0001, 6100-161-0001, 6980-101-0001, and 9889-011-0001 of, and adding Items 2240-401, 3125-101-6093, 3540-104-6093, 3760-101-6093, 3810-102-6093, 3825-102-6093, 3845-101-6093, 3855-102-6093, 4260-101-3156, 5225-490, 6120-492, and 7350-490 to, Section 2.00 of, amending Sections 39.10, 90.00, and 99.50 of, repealing Section 15.00 of, and repealing and adding Section 15.80 of, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB103/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB103
1908089,2172,AB104,4,Passed,2025-07-29,"Budget Act of 2025.","An act to amend the Budget Act of 2025 (Chapters 4 and 5 of the Statutes of 2025) by amending Items 0540-103-0001, 0690-301-0001, 0977-401, 1700-001-0001, 3125-301-0140, 3125-301-6088, 3540-001-0001, 3790-111-0577, 3825-002-6088, 3970-492, 5180-101-0890, 5180-151-0001, 5180-151-0890, 6100-107-0001, 6440-001-0001, 6610-001-0001, 6870-101-0001, 6870-194-0001, and 7760-101-0001 of, adding Items 3340-490, 5225-493, 5225-494, 6100-492, and 6870-403 to, repealing Item 3125-301-0720 of, Section 2.00 of, amending Sections 8.50, 13.30, 39.00, and 99.50 of, adding Section 39.10 to, and repealing Section 37.00 of, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0,,2025-07-29,"Chaptered by Secretary of State - Chapter 77, Statutes of 2025.",https://legiscan.com/CA/bill/AB104/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB104
1908090,2172,AB105,2,Engrossed,2025-03-20,"Budget Acts of 2021, 2023, 2024, and 2025.","An act to amend the Budget Act of 2021 (Chapters 21, 69, and 240 of the Statutes of 2021) by amending Sections 19.57 and 39.10 of that act, to amend the Budget Act of 2023 (Chapters 12, 38, and 189 of the Statutes of 2023) by amending Sections 19.564 and 39.10 of that act, to amend the Budget Act of 2024 (Chapters 22, 35, and 994 of the Statutes of 2024) by amending Items 3540-104-6093, 6100-113-0890, 6100-220-0001, 6120-011-0001, 6980-101-0001, and 6980-101-8099 of, and repealing Item 6120-212-0001 of, Section 2.00 of, and amending Section 39.10 of, that act, and to amend the Budget Act of 2025 (Chapters 4 and 5 of the Statutes of 2025) by amending Items 0509-001-0001, 0509-101-0001, 0511-001-0001, 0530-001-0001, 0540-001-0001, 0540-103-0001, 0540-491, 0690-101-0001, 0690-102-0001, 0690-104-0001, 0977-490, 2240-107-0001, 2240-491, 2660-101-0001, 3340-001-0001, 3340-001-0318, 3340-001-3228, 3355-490, 3540-001-0001, 3540-001-3228, 3540-490, 3540-495, 3790-002-0001, 3790-101-0001, 3860-490, 3900-001-3237, 3900-002-3237, 4140-001-0143, 4140-491, 4260-001-0001, 4260-001-0890, 4260-001-3213, 4260-001-3362, 4260-101-0001, 4260-101-3451, 4265-001-0001, 4265-001-8141, 4265-111-0001, 4265-111-8141, 4265-490, 4440-011-0001, 4800-101-3381, 5180-001-0001, 5180-001-0890, 5180-101-0001, 5180-141-0001, 5180-141-0890, 5180-151-0001, 5180-151-0890, 5180-491, 5225-017-0001, 6100-001-0001, 6100-101-8141, 6100-110-0001, 6100-119-0890, 6100-125-0890, 6100-134-0890, 6100-136-0890, 6100-137-0890, 6100-156-0890, 6100-161-0890, 6100-194-0001, 6100-195-0890, 6100-196-0001, 6100-197-0890, 6100-220-0001, 6100-488, 6120-011-0001, 6120-011-0890, 6360-001-0407, 6440-001-0001, 6610-001-0001, 6870-301-6095, 6980-101-8099, 7760-101-0001, 8570-001-0001, 8570-101-0001, and 8940-001-0001 of, adding Items 0521-101-3228, 0540-001-6093, 0540-002-6093, 0540-101-6093, 0540-102-6093, 0650-001-6093, 0650-101-6093, 0690-008-6093, 0690-108-6093, 0977-491, 1111-001-0001, 1700-101-0001, 2240-493, 2660-301-0001, 2740-004-0044, 3125-002-6093, 3125-102-6093, 3340-001-6093, 3340-101-6093, 3360-001-3228, 3360-002-6093, 3360-003-6093, 3360-101-0001, 3360-101-3228, 3360-102-0001, 3360-102-6093, 3360-103-6093, 3480-001-6093, 3480-002-6093, 3480-003-6093, 3480-004-6093, 3480-101-0001, 3480-101-6093, 3480-102-6093, 3480-103-6093, 3480-104-6093, 3540-001-6093, 3540-003-6093, 3540-004-6093, 3540-006-6093, 3540-007-6093, 3540-008-6093, 3540-009-6093, 3540-101-6093, 3540-102-6093, 3540-103-6093, 3540-104-6093, 3540-105-6093, 3540-107-6093, 3540-108-6093, 3600-001-6093, 3600-002-6093, 3600-003-6093, 3600-004-6093, 3600-005-6093, 3600-102-0001, 3600-102-6093, 3640-001-6093, 3640-002-6093, 3640-101-6093, 3640-102-6093, 3640-103-6093, 3640-104-6093, 3640-105-6093, 3640-106-6093, 3640-107-6093, 3720-101-0001, 3760-001-6093, 3760-101-0001, 3760-101-6093, 3760-102-6093, 3790-001-6093, 3790-002-6093, 3790-003-6093, 3790-101-6093, 3790-102-6093, 3810-001-6093, 3810-003-6093, 3810-004-6093, 3810-005-6093, 3810-101-6093, 3810-103-6093, 3810-104-6093, 3810-105-6093, 3815-001-6093, 3825-001-6093, 3825-003-6093, 3825-101-6093, 3825-103-6093, 3830-001-6093, 3830-101-6093, 3835-001-6093, 3835-101-6093, 3845-002-6093, 3845-102-6093, 3850-001-6093, 3850-101-6093, 3855-001-6093, 3855-101-6093, 3855-103-6093, 3860-001-6093, 3860-002-6093, 3860-003-6093, 3860-004-6093, 3860-101-6093, 3860-102-0001, 3860-102-6093, 3860-103-6093, 3860-104-6093, 3860-105-6093, 3860-106-6093, 3860-301-6093, 3860-302-6093, 3875-001-6093, 3875-101-6093, 3900-101-3228, 3940-001-6093, 3940-002-6093, 3940-003-6093, 3940-004-6093, 3940-005-6093, 3940-006-6093, 3940-101-6093, 3940-102-6093, 3940-103-6093, 3940-104-6093, 3940-106-6093, 3960-101-0890, 4260-001-0143, 4700-001-6093, 5227-493, 6100-001-6093, 6100-001-8141, 6100-101-0001, 6100-101-6093, 6120-211-0890, 6120-495, 6870-119-0001, 7600-001-3418, 8120-490, 8570-001-6093, 8570-101-3228, and 8570-101-6093 to, and repealing Item 6120-212-0001 of, Section 2.00 of, amending Sections 3.61, 4.12, 39.00, 39.10, and 99.50 of, and adding Sections 91.00 and 92.00 to, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB105/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB105
1908091,2172,AB106,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB106/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB106
1908092,2172,AB107,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB107/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB107
1908093,2172,AB108,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB108/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB108
1908094,2172,AB109,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB109/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB109
1908095,2172,AB110,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB110/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB110
1908096,2172,AB111,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB111/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB111
1908097,2172,AB112,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB112/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB112
1908098,2172,AB113,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB113/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB113
1908099,2172,AB114,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB114/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB114
1908100,2172,AB115,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB115/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB115
1908101,2172,AB116,4,Passed,2025-06-30,"Health omnibus trailer bill.","An act to amend Sections 1276.4, 1276.66, 1280.15, 1280.19, 1342.2, 1374.55, 1385.002, 1385.004, 1385.006, 1417.2, 1418.22, 120956, 120960, 127672, 127672.9, 127825, and 150900 of, to amend the heading of Article 6.1 (commencing with Section 1385.001) of Chapter 2.2 of Division 2 of, to amend and repeal Sections 1265.9 and 1385.005 of, to add Sections 1356.3, 1385.008, 1385.009, 1385.0010, 1385.0011, 1385.0012, 1385.0013, 1385.0014, 1385.0015, 1385.0016, 1385.0017, 1385.0018, 1385.0019, 1385.0020, 1385.0021, 1385.0022, 1385.0023, 1385.0024, 1385.0025, 1385.026, and 127673.05 to, and to repeal and add Sections 1385.001 and 127697 of, the Health and Safety Code, to amend Section 10119.6 of, and to add Section 10125.2 to, the Insurance Code, to amend Section 1026 of the Penal Code, and to amend Sections 5961.2, 14006, 14006.01, 14006.15, 14006.2, 14006.5, 14006.6, 14007.5, 14007.65, 14007.8, 14015, 14126.033, 14132, 14132.36, 14132.171, 14165.57, 14184.200, 14197.7, and 14199.128 of, to amend and repeal Sections 14000, 14005.11, 14005.20, 14005.40, 14005.401, 14006.3, 14006.4, 14007.9, 14009.6, 14009.7, 14011, 14013.3, 14051, 14051.5, 14105.33, 14126.024, 14133.85, 14148.5, and 14166.17 of, to amend, repeal, and add Sections 14005.62, 14105.436, and 14132.100 of, to add Sections 14107.115 and 14132.994 to, to repeal Section 14006.1 of, to repeal Chapter 16.5 (commencing with Section 18998) of Part 6 of Division 9 of, and to repeal and add Section 14105.38 of, the Welfare and Institutions Code, and to amend Section 83 of Chapter 40 of the Statutes of 2024, relating to health, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-06-30,"Chaptered by Secretary of State - Chapter 21, Statutes of 2025.",https://legiscan.com/CA/bill/AB116/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB116
1908102,2172,AB117,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-06-25,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB117/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB117
1908103,2172,AB118,4,Passed,2025-06-27,"Human services.","An act to amend Sections 1991, 1995, 10072.3, 11265.15, 12306.16, and 16121 of, to add Sections 16506.5 and 18917.1 to, and to add, repeal, and add Section 16121.5 of, the Welfare and Institutions Code, relating to human services, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-06-27,"Chaptered by Secretary of State - Chapter 7, Statutes of 2025.",https://legiscan.com/CA/bill/AB118/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB118
1908104,2172,AB119,2,Engrossed,2025-03-20,"Public social services trailer bill.","An act to amend Section 11165.7 of the Penal Code, to amend Sections 706.5, 10544, 11323.2, 11325.15, 11325.2, 11327.4, 11327.5, 11461, 15771, 16501, 16504, 16523.1, 16560, 16562, 16587, 18901.58, and 18999.4 of, to amend, repeal, and add Sections 11320.1, 11322.6, 11325.22, 11325.4 of, to add Sections 11327.41, 16544.5, and 18950.1 to, to repeal Sections 11325.6 and 11326 of, and to repeal and add Sections 358.2 and 366.2 of, the Welfare and Institutions Code, and to amend Section 57 of Chapter 86 of the Statues of 2021, relating to public social services, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB119/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB119
1908105,2172,AB120,2,Engrossed,2025-03-20,"Early childhood education and childcare.","An act to amend Sections 8242, 8245.5, and 42238.15 of the Education Code, and to amend Sections 10227.5, 10227.6, 10243, 10271, 10277.1, 10277.2, 10280, and 10374.5 of the Welfare and Institutions Code, relating to early childhood education and childcare, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB120/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB120
1908106,2172,AB121,4,Passed,2025-06-27,"Education finance: education omnibus budget trailer bill.","An act to amend Sections 1622, 1623, 1630, 8281.5, 8320, 8337, 8902, 14041.5, 14041.6, 14041.8, 32526, 41020.2, 41203.1, 41344.1, 41490, 41601, 42127.1, 42127.6, 42128, 42129, 42238.01, 42238.016, 42238.02, 44258.9, 44283, 44395, 46120, 46211, 46392, 48000.1, 48857, 51225.3, 51284.5, 52064.5, 56836.168, 60151, and 66032.2 of, to add Sections 1631, 17037, 17075.11, 33319.6, 41011.1, 42238.017, 42252.1, 44283.1, 44415.8, 48004, 49506.5, 52065.1, 52073.4, and 53009 to, to add Article 13.5 (commencing with Section 44400) to Chapter 2 of Part 25 of Division 3 of Title 2 of, and to repeal Section 42120 of, the Education Code, to amend Sections 17581.6 and 66007 of the Government Code, to amend Sections 137 and 152 of Chapter 44 of the Statutes of 2021, to amend Sections 121, 126, and 132 of Chapter 52 of the Statutes of 2022, to amend Section 108 of Chapter 48 of the Statutes of 2023, to amend Section 110 of Chapter 38 of the Statutes of 2024, to repeal Section 112 of Chapter 38 of the Statutes of 2024, to amend the Budget Act of 2017 (Chapter 14 of the Statutes of 2017) by amending Item 6100-139-8080 of Section 2.00 of that act, to amend the Budget Act of 2021 (Chapters 21, 69, and 240 of the Statutes of 2021) by amending Items 6100-001-0001 and 7760-101-0001 of Section 2.00 of that act, and to amend the Budget Act of 2024 (Chapters 22, 35, and 994 of the Statutes of 2024) by amending Item 6100-001-0001 of Section 2.00 of that act, relating to education finance, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-06-27,"Chaptered by Secretary of State - Chapter 8, Statutes of 2025.",https://legiscan.com/CA/bill/AB121/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB121
1908107,2172,AB122,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-06-25,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB122/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB122
1908108,2172,AB123,4,Passed,2025-06-27,"Higher education budget trailer bill.","An act to amend Sections 17201, 51225.7, 66205.5, 69432.7, 69433.2, 69617, 69996.9, 78071, 78082, 78084, 79520, and 94923 of, to add Section 84321.65 to, and to add Part 53.8 (commencing with Section 88780) to Division 7 of Title 3 of, the Education Code, to add and repeal Section 68926.2 of the Government Code, to amend the Budget Act of 2023 (Chs. 12, 38, and 189, Stats. 2023) by amending Item 6870-101-0001 of Section 2.00 of that act, and to amend the Budget Act of 2024 (Chs. 22, 35, and 994, Stats. 2024) by amending Item 6870-101-0001 of Section 2.00 of that act, relating to postsecondary education, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-06-27,"Chaptered by Secretary of State - Chapter 9, Statutes of 2025.",https://legiscan.com/CA/bill/AB123/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB123
1908109,2172,AB124,2,Engrossed,2025-03-20,"Public resources trailer bill.","An act to add Section 4108.5 to the Food and Agricultural Code, to amend Section 66647 of the Government Code, to amend Sections 25299.100, 25299.104, and 25299.107 of the Health and Safety Code, to amend Section 782 of, and to add Section 4114.1 to, the Public Resources Code, to amend Section 2107.7 of the Streets and Highways Code, and to amend Section 12924 of, and to add Article 3.5 (commencing with Section 290) to Chapter 2.5 of Division 1 of, the Water Code, relating to public resources, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB124/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB124
1908110,2172,AB125,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-06-25,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB125/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB125
1908111,2172,AB126,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-06-25,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB126/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB126
1908112,2172,AB127,2,Engrossed,2025-03-20,"Climate change.","An act to amend Section 11553 of the Government Code, to amend Sections 43019, 43019.1, 44127, and 44272 of the Health and Safety Code, to amend Sections 25711.5 and 25806 of the Public Resources Code, to amend Section 80710 of the Water Code, and to amend Section 18 of Chapter 61 of the Statutes of 2022, relating to climate change, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB127/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB127
1908113,2172,AB128,2,Engrossed,2025-03-20,Transportation.,"An act to add Section 13084 to the Government Code, and to amend Sections 1685, 12804.9, 12811.4, 13352, and 23109 of, and to add and repeal Section 21655.10 of, the Vehicle Code, relating to transportation, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB128/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB128
1908114,2172,AB129,2,Engrossed,2025-03-20,Labor.,"An act to amend Section 19878 of, and to add Section 20825.18 to, the Government Code, to amend Section 1872.83 of the Insurance Code, and to amend Section 62.5 of, to add Section 6717.2 to, and to repeal Section 62.6 of, the Labor Code, relating to labor, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB129/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB129
1908115,2172,AB130,4,Passed,2025-06-30,Housing.,"An act to amend Sections 714.3, 5850, and 5855 of, and to add Section 2924.13 to, the Civil Code, to amend Sections 12531, 54221, 65400, 65584.01, 65584.04, 65589.5, 65905.5, 65913.10, 65913.16, 65928, 65941.1, 65952, 65953, 65956, 66323, and 66499.41 of, to amend and repeal Sections 65940, 65943, and 65950 of, to add Section 8590.15.5 to, and to repeal Section 66301 of, the Government Code, to amend Sections 17958, 17958.5, 17958.7, 17973, 17974.1, 17974.3, 17974.5, 18916, 18929.1, 18930, 18938.5, 18941.5, 18942, 37001, 50222, 50223, 50253, 50515.10, 50560, 50561, 50562, 53560, and 53562 of, and to add Sections 17974.1.5, 50058.8, 50406.4, 50410, and 53568 to, the Health and Safety Code, to amend Sections 21180, 21183, and 30603 of, and to add Sections 21080.43, 21080.44, 21080.66, 30114.5, and 30405 to, the Public Resources Code, to amend Section 17053.5 of the Revenue and Taxation Code, and to amend Section 5849.2 of the Welfare and Institutions Code, relating to housing, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-06-30,"Chaptered by Secretary of State - Chapter 22, Statutes of 2025.",https://legiscan.com/CA/bill/AB130/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB130
1908116,2172,AB131,2,Engrossed,2025-03-20,"Public Resources.","An act to add Article 3 (commencing with Section 50245) to Chapter 6.5 of Part 1 of Division 31 of the Health and Safety Code, and to amend Sections 21080.1, 21080.47, 21080.51, 21094.5.5, and 21167.6 of, and to add Sections 21060.4, 21064.8, 21067.5, 21080.085, 21080.44, 21080.48, 21080.49, 21080.55, 21080.57, 21080.69, 21080.70, and 21083.03 to, the Public Resources Code, relating to public resources, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB131/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB131
1908117,2172,AB132,2,Engrossed,2025-03-20,Taxation.,"An act to amend Sections 6041.2, 6295, 7292.8, 17039, 17039.4, 17052.10, 17053.91, 17053.98.1, 17055, 19282, 23691, 23698.1, 25128, and 36001 of, to amend the heading of Part 16 (commencing with Section 36001) of Division 2 of, to add Section 36006 to, to repeal Section 7292.9 of, to add and repeal Sections 17052.11, 17132.9, 17132.10, 17138.7, 17157.5, 24309.2, and 24309.9 of, and to add and repeal Part 10.4.1 (commencing with Section 19910) of Division 2 of, the Revenue and Taxation Code, and to add Section 10010 to the Welfare and Institutions Code, relating to taxation, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB132/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB132
1908118,2172,AB133,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-06-25,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB133/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB133
1908119,2172,AB134,4,Passed,2025-06-27,"Public Safety.","An act to amend Section 12838.6 of the Government Code, to amend Sections 2053.1, 5007.3, 5068.5, 6006, 6027, 6126, and 6126.3 of, to add and repeal Sections 830.83 and 832.55 of, to add and repeal Article 2.45 (commencing with Section 11073) of Chapter 1 of Title 1 of Part 4 of, to repeal Sections 1233.9, 1233.10, 6008, 6044, 6140, and 6141 of, and to repeal and add Sections 6006.5 and 6007 of, the Penal Code, and to amend Sections 209 and 4361 of the Welfare and Institutions Code, relating to public safety, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-06-27,"Chaptered by Secretary of State - Chapter 10, Statutes of 2025.",https://legiscan.com/CA/bill/AB134/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB134
1908120,2172,AB135,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-06-25,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB135/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB135
1908121,2172,AB136,4,Passed,2025-06-27,Courts.,"An act to repeal Section 241 of the Code of Civil Procedure, and to amend Sections 68502.6, 77202, 77202.5, and 77209 of, to add Sections 68515 and 70397.1 to, and to repeal Sections 68604 and 77001.5 of, the Government Code, relating to courts, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-06-27,"Chaptered by Secretary of State - Chapter 11, Statutes of 2025.",https://legiscan.com/CA/bill/AB136/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB136
1908122,2172,AB137,4,Passed,2025-06-30,"State government.","An act to amend Sections 1798.155, 1798.160, 1798.199.55, and 1798.199.90 of the Civil Code, to amend Sections 25608 and 31500 of the Corporations Code, to amend Sections 408, 501, 1674, 2038, 4839, 14353.5, 16006, 16505, 17207, and 50401 of the Financial Code, to amend Sections 7929.011, 9795, 10242.5, 11040, 11041, 11042, 12012.85, 12100.63, 63035, 63048.91, 63048.92, 63048.93, 63048.94, 63048.95, 63048.96, 63048.97, 63048.99, 63048.100, and 65400 of, to amend the heading of Article 6.7 (commencing with Section 63048.91) of Chapter 2 of Division 1 of Title 6.7 of, and to add Sections 11011.4 and 11043 to, the Government Code, to amend Sections 25661.5 and 71340 of the Public Resources Code, and to amend Section 18997.51 of the Welfare and Institutions Code, relating to state government, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-06-30,"Chaptered by Secretary of State - Chapter 20, Statutes of 2025.",https://legiscan.com/CA/bill/AB137/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB137
1908123,2172,AB138,4,Passed,2025-07-29,"State employment: state bargaining units.","An act to amend Sections 19829.9854, 19829.9855, 19829.9856, 19851, 20677.5.1, 20677.61, 20677.92, 20677.93, 20677.94, 20683.81.3, and 22944.5 of the Government Code, and to amend Section 3.90 of the Budget Act of 2025, relating to state employment, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-07-29,"Chaptered by Secretary of State - Chapter 78, Statutes of 2025.",https://legiscan.com/CA/bill/AB138/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB138
