bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1893344,1535026,2025-04-02,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",17,0,0,0,17
1893344,1577277,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893344,1583530,2025-06-02,Assembly,"AB 1 Connolly Assembly Third Reading",79,0,0,0,79
1893344,1595190,2025-06-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",7,0,0,0,7
1893344,1599526,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893344,1600259,2025-08-29,Senate,"Do pass",7,0,0,0,7
1893344,1601958,2025-09-11,Senate,"Assembly 3rd Reading AB1 Connolly et al. By Allen",40,0,0,0,40
1893346,1558358,2025-04-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,3,0,2,12
1893346,1577924,2025-05-23,Assembly,"Do pass",11,3,0,1,15
1893346,1583563,2025-06-02,Assembly,"AB 11 Lee Assembly Third Reading",47,20,0,12,79
1893348,1528312,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",18,0,0,0,18
1893348,1577333,2025-05-23,Assembly,"Do pass as amended",11,0,0,4,15
1893348,1584392,2025-06-03,Assembly,"AB 13 Ransom Assembly Third Reading",79,0,0,0,79
1893348,1598491,2025-07-15,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",16,0,0,1,17
1893348,1599491,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893349,1526958,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources] with recommendation: To Consent Calendar",13,0,0,0,13
1893349,1538900,2025-04-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",14,0,0,0,14
1893349,1555969,2025-04-23,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1893349,1564261,2025-05-01,Assembly,"AB 14 Hart Consent Calendar Second Day Regular Session",76,0,0,3,79
1893349,1588066,2025-06-10,Senate,"Do pass, but first be re-referred to the Committee on [Environmental Quality] with the recommendation: To Consent Calendar",7,0,0,0,7
1893349,1597401,2025-07-02,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",8,0,0,0,8
1893349,1598830,2025-07-17,Senate,"Consent Calendar 2nd AB14 Hart et al",35,0,0,5,40
1893349,1601628,2025-09-09,Senate,"Assembly 3rd Reading AB14 Hart et al. By Limón",40,0,0,0,40
1893349,1602452,2025-09-10,Assembly,"AB 14 Hart Concurrence in Senate Amendments",79,0,0,1,80
1893350,1505308,2025-03-04,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1893350,1577430,2025-05-23,Assembly,"Do pass as amended",11,1,0,3,15
1893350,1584225,2025-06-03,Assembly,"AB 15 Gipson Assembly Third Reading",70,2,0,7,79
1893350,1598477,2025-07-15,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,0,0,1,6
1893350,1599439,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893350,1600669,2025-08-29,Senate,"Do pass",5,0,0,2,7
1893350,1601226,2025-09-08,Senate,"Assembly 3rd Reading AB15 Gipson et al. By Richardson",30,0,0,10,40
1893350,1601459,2025-09-09,Assembly,"AB 15 Gipson Concurrence in Senate Amendments",72,0,0,8,80
1893351,1542868,2025-04-09,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1893351,1565317,2025-05-05,Assembly,"AB 16 Alanis Assembly Third Reading",75,0,0,4,79
1893351,1597205,2025-07-01,Senate,"Do pass",5,0,0,0,5
1893351,1601866,2025-09-11,Senate,"Assembly 3rd Reading AB16 Alanis By Alvarado-Gil",39,0,0,1,40
1893351,1602215,2025-09-13,Assembly,"AB 16 Alanis Concurrence in Senate Amendments",74,0,0,6,80
1893352,1528316,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1893352,1542731,2025-04-09,Assembly,"Do pass. To Consent Calendar",14,0,0,1,15
1893352,1557486,2025-04-24,Assembly,"AB 17 Alanis Consent Calendar Second Day Regular Session",75,0,0,4,79
1893352,1597145,2025-07-01,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1893352,1598903,2025-07-17,Senate,"Consent Calendar 2nd AB17 Alanis",35,0,0,5,40
1893355,1535143,2025-04-01,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",9,0,0,6,15
1893355,1540876,2025-04-08,Assembly,"Do pass",9,0,0,3,12
1893355,1569755,2025-05-12,Assembly,"AB 2 Lowenthal Assembly Third Reading",66,0,0,13,79
1893356,1558353,2025-04-24,Assembly,"Do pass and be re-referred to the Committee on [Human Services]",2,7,0,3,12
1893357,1558374,2025-04-24,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",5,2,0,5,12
1893357,1558375,2025-04-24,Assembly,Reconsideration,5,2,0,5,12
1893361,1542906,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",2,5,0,0,7
1893361,1542907,2025-04-09,Assembly,Reconsideration,2,5,0,0,7
1893363,1566682,2025-05-05,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1893363,1577284,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893363,1582252,2025-05-29,Assembly,"AB 27 Schiavo Assembly Third Reading",71,0,0,8,79
1893363,1595198,2025-06-25,Senate,"Do pass, but first be re-referred to the Committee on [Rules]",5,0,0,0,5
1893363,1597716,2025-07-07,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1893364,1559478,2025-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,3,0,0,14
1893364,1577598,2025-05-23,Assembly,"Do pass",11,3,0,1,15
1893364,1582245,2025-05-29,Assembly,"AB 28 Schiavo Assembly Third Reading",56,9,0,14,79
1893364,1598780,2025-07-16,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,0,0,1,8
1893364,1599537,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893364,1600534,2025-08-29,Senate,"Do pass",5,2,0,0,7
1893365,1533476,2025-04-01,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1893367,1525455,2025-03-24,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",12,0,0,2,14
1893367,1577264,2025-05-23,Assembly,"Do pass",13,0,0,2,15
1893367,1585095,2025-06-04,Assembly,"AB 30 Alvarez Third Reading Urgency",77,0,0,2,79
1893367,1597398,2025-07-02,Senate,"Do pass, but first be re-referred to the Committee on [Transportation]",8,0,0,0,8
1893367,1597877,2025-07-08,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1893367,1599471,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893367,1600287,2025-08-29,Senate,"Do pass",7,0,0,0,7
1893367,1600885,2025-09-03,Senate,"Assembly 3rd Reading AB30 Alvarez et al. By Richardson Urgency Clause",40,0,0,0,40
1893368,1505298,2025-03-04,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",9,0,0,0,9
1893368,1577887,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893368,1583542,2025-06-02,Assembly,"AB 31 Ramos Assembly Third Reading",79,0,0,0,79
1893369,1505311,2025-03-04,Assembly,"Do pass and be re-referred to the Committee on [Transportation] with recommendation: To Consent Calendar",9,0,0,0,9
1893369,1525418,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",16,0,0,0,16
1893370,1554642,2025-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,2,0,2,16
1893370,1577931,2025-05-23,Assembly,"Do pass",11,1,0,3,15
1893370,1582248,2025-05-29,Assembly,"AB 33 Aguiar-Curry Assembly Third Reading",57,7,0,15,79
1893370,1594574,2025-06-24,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",10,3,0,2,15
1893370,1598315,2025-07-14,Senate,"Placed on suspense file",7,0,0,0,7
1893370,1600720,2025-08-29,Senate,"Do pass",5,2,0,0,7
1893373,1542683,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Local Government] with recommendation: To Consent Calendar",12,0,0,0,12
1893373,1556030,2025-04-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",10,0,0,0,10
1893373,1562918,2025-04-30,Assembly,"Do pass. To Consent Calendar",14,0,0,1,15
1893373,1568676,2025-05-08,Assembly,"AB 36 Soria Consent Calendar Second Day Regular Session",69,0,0,10,79
1893373,1598518,2025-07-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",10,0,0,1,11
1893373,1601549,2025-09-09,Senate,"Assembly 3rd Reading AB36 Soria By Padilla",40,0,0,0,40
1893373,1602501,2025-09-10,Assembly,"AB 36 Soria Concurrence in Senate Amendments",79,0,0,1,80
1893376,1542830,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Utilities and Energy]",10,0,0,0,10
1893376,1564296,2025-04-30,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",16,0,0,2,18
1893376,1575486,2025-05-21,Assembly,"Do pass",12,3,0,0,15
1893376,1584322,2025-06-03,Assembly,"AB 39 Zbur Assembly Third Reading",65,10,0,4,79
1893376,1597513,2025-07-02,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Energy, Utilities and Communications]",5,2,0,0,7
1893376,1598458,2025-07-15,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",12,4,0,1,17
1893376,1601664,2025-09-09,Senate,"Assembly 3rd Reading AB39 Zbur et al. By Limón",30,10,0,0,40
1893376,1602512,2025-09-11,Assembly,"AB 39 Zbur Concurrence in Senate Amendments",65,10,0,5,80
1893377,1533584,2025-04-01,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,2,0,2,15
1893378,1526967,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,0,0,3,15
1893378,1542691,2025-04-09,Assembly,"Do pass",10,3,0,2,15
1893378,1552883,2025-04-21,Assembly,"AB 40 Bonta Third Reading Urgency",58,9,0,12,79
1893378,1589097,2025-06-11,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,1,0,3,11
1893380,1526962,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1893380,1577346,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893380,1584354,2025-06-03,Assembly,"AB 42 Bryan Assembly Third Reading",79,0,0,0,79
1893380,1597242,2025-06-30,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1893380,1598253,2025-07-14,Senate,"Placed on suspense file",7,0,0,0,7
1893380,1600717,2025-08-29,Senate,"Do pass",7,0,0,0,7
1893380,1601188,2025-09-04,Senate,"Special Consent AB42 Bryan",39,0,0,1,40
1893380,1601319,2025-09-08,Assembly,"AB 42 Bryan Concurrence in Senate Amendments",79,0,0,1,80
1893381,1525415,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,0,3,14
1893381,1577153,2025-05-23,Assembly,"Do pass",11,1,0,3,15
1893381,1582257,2025-05-29,Assembly,"AB 43 Schultz Assembly Third Reading",57,3,0,19,79
1893381,1594597,2025-06-24,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,2,0,0,7
1893381,1600929,2025-09-03,Senate,"Assembly 3rd Reading AB43 Schultz By Laird",30,10,0,0,40
1893382,1556198,2025-04-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,0,0,18
1893382,1577875,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893382,1582240,2025-05-29,Assembly,"AB 44 Schultz Assembly Third Reading",69,0,0,10,79
1893382,1598484,2025-07-15,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",15,1,0,1,17
1893382,1599596,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893382,1600714,2025-08-29,Senate,"Do pass",7,0,0,0,7
1893382,1601503,2025-09-09,Senate,"Assembly 3rd Reading AB44 Schultz By McNerney",40,0,0,0,40
1893382,1602538,2025-09-10,Assembly,"AB 44 Schultz Concurrence in Senate Amendments",78,0,0,2,80
1893383,1555919,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",10,2,0,3,15
1893383,1561190,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,2,0,1,12
1893383,1577541,2025-05-23,Assembly,"Do pass",11,2,0,2,15
1893383,1584275,2025-06-03,Assembly,"AB 45 Bauer-Kahan Assembly Third Reading",63,11,0,5,79
1893383,1598762,2025-07-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,1,0,1,13
1893383,1599632,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893383,1600710,2025-08-29,Senate,"Do pass",5,2,0,0,7
1893383,1602297,2025-09-12,Senate,"Assembly 3rd Reading AB45 Bauer-Kahan et al. By Menjivar",29,9,0,2,40
1893383,1602298,2025-09-13,Assembly,"AB 45 Bauer-Kahan Concurrence in Senate Amendments",61,12,0,7,80
1893384,1562748,2025-04-29,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,0,0,1,9
1893384,1571634,2025-05-14,Assembly,"Do pass",13,1,0,1,15
1893384,1573629,2025-05-19,Assembly,"AB 46 Nguyen Assembly Third Reading",56,7,0,16,79
1893384,1597970,2025-07-08,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",4,0,0,2,6
1893385,1554585,2025-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,0,0,1,9
1893386,1555914,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Housing and Community Development]",6,2,0,2,10
1893386,1562859,2025-04-30,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,1,0,2,12
1893386,1577797,2025-05-23,Assembly,"Do pass",11,3,0,1,15
1893386,1585066,2025-06-04,Assembly,"AB 48 Alvarez Assembly Third Reading",68,9,0,2,79
1893387,1544955,2025-04-09,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",7,2,0,0,9
1893387,1561047,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,2,0,2,12
1893387,1571572,2025-05-14,Assembly,"Do pass",11,4,0,0,15
1893387,1579275,2025-05-27,Assembly,"AB 49 Muratsuchi Third Reading Urgency",62,9,0,8,79
1893387,1598047,2025-07-09,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",6,1,0,0,7
1893387,1598639,2025-07-15,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",11,1,0,1,13
1893387,1599474,2025-08-18,Senate,"Do pass",5,2,0,0,7
1893387,1600833,2025-09-02,Senate,"Assembly 3rd Reading AB49 Muratsuchi et al. By Gonzalez Urgency Clause",33,0,0,7,40
1893387,1600834,2025-09-02,Assembly,"AB 49 MURATSUCHI Concurrence in Senate Amendments",61,7,0,11,79
1893388,1542735,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1893388,1577942,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893388,1582242,2025-05-29,Assembly,"AB 5 Berman Assembly Third Reading",71,0,0,8,79
1893388,1597194,2025-07-01,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,0,0,0,5
1893388,1598301,2025-07-14,Senate,"Placed on suspense file",7,0,0,0,7
1893388,1600536,2025-08-29,Senate,"Do pass",7,0,0,0,7
1893388,1601269,2025-09-08,Senate,"Assembly 3rd Reading AB5 Berman et al. By Allen",38,0,0,2,40
1893388,1601518,2025-09-09,Assembly,"AB 5 Berman Concurrence in Senate Amendments",79,0,0,1,80
1893389,1533523,2025-04-01,Assembly,"Do pass as amended and be re-referred to the Committee on [Health]",17,0,0,1,18
1893389,1556061,2025-04-23,Assembly,"Do pass",15,0,0,0,15
1893389,1559381,2025-04-28,Assembly,"AB 50 Bonta Third Reading Urgency",73,0,0,6,79
1893389,1586923,2025-06-09,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,4,11
1893389,1601254,2025-09-08,Senate,"Assembly 3rd Reading AB50 Bonta By Ashby Urgency Clause",39,0,0,1,40
1893390,1564175,2025-04-30,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,2,0,1,9
1893392,1566726,2025-05-05,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1893392,1577620,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893392,1582234,2025-05-29,Assembly,"AB 53 Ramos Assembly Third Reading",70,0,0,9,79
1893393,1540847,2025-04-08,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",12,0,0,3,15
1893393,1561153,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,1,0,3,12
1893393,1567875,2025-05-07,Assembly,"Do pass",11,1,0,3,15
1893393,1569930,2025-05-12,Assembly,"AB 54 Krell Assembly Third Reading",61,10,0,8,79
1893393,1595672,2025-06-25,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",9,1,0,1,11
1893393,1598741,2025-07-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,2,13
1893394,1540944,2025-04-08,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1893394,1555939,2025-04-23,Assembly,"Do pass",15,0,0,0,15
1893394,1559378,2025-04-28,Assembly,"AB 55 Bonta Assembly Third Reading",75,0,0,4,79
1893394,1589127,2025-06-11,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",9,0,0,2,11
1893394,1596783,2025-06-30,Senate,"Placed on suspense file",6,0,0,1,7
1893394,1600479,2025-08-29,Senate,"Do pass",7,0,0,0,7
1893394,1601228,2025-09-08,Senate,"Assembly 3rd Reading AB55 Bonta et al. By Caballero",39,0,0,1,40
1893394,1601517,2025-09-09,Assembly,"AB 55 Bonta Concurrence in Senate Amendments",80,0,0,0,80
1893395,1556035,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",11,1,0,3,15
1893395,1561004,2025-04-29,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,1,0,1,12
1893395,1577323,2025-05-23,Assembly,"Do pass",11,1,0,3,15
1893395,1582244,2025-05-29,Assembly,"AB 56 Bauer-Kahan Assembly Third Reading",50,0,0,29,79
1893395,1597408,2025-07-01,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Health]",12,0,0,1,13
1893395,1598880,2025-07-16,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",10,0,0,1,11
1893395,1599567,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893395,1600281,2025-08-29,Senate,"Do pass as amended",5,2,0,0,7
1893395,1601861,2025-09-11,Senate,"Assembly 3rd Reading AB56 Bauer-Kahan et al. By Weber Pierson",30,5,0,5,40
1893395,1602308,2025-09-12,Assembly,"AB 56 Bauer-Kahan Concurrence in Senate Amendments",59,7,0,14,80
1893396,1528248,2025-03-26,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",8,0,0,3,11
1893396,1554631,2025-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",9,2,0,1,12
1893396,1577311,2025-05-23,Assembly,"Do pass",11,1,0,3,15
1893396,1582256,2025-05-29,Assembly,"AB 57 McKinnor Assembly Third Reading",52,10,0,17,79
1893396,1591891,2025-06-17,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",7,2,0,2,11
1893396,1597931,2025-07-08,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,1,0,1,13
1893396,1599617,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893396,1600723,2025-08-29,Senate,"Do pass as amended",5,2,0,0,7
1893396,1601295,2025-09-08,Senate,"Assembly 3rd Reading AB57 McKinnor et al. By Smallwood-Cuevas",28,9,0,3,40
1893396,1601675,2025-09-09,Assembly,"AB 57 McKinnor Concurrence in Senate Amendments",60,10,0,10,80
1893397,1561095,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",10,0,0,0,10
1893398,1528314,2025-03-26,Assembly,"Do pass as amended",8,0,0,2,10
1893398,1533521,2025-04-01,Assembly,"AB 59 Aguiar-Curry Assembly Third Reading",77,0,0,3,80
1893398,1592595,2025-06-18,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Energy, Utilities and Communications]",7,0,0,0,7
1893398,1597756,2025-07-07,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",16,0,0,1,17
1893398,1600825,2025-09-02,Senate,"Assembly 3rd Reading AB59 Aguiar-Curry By Cabaldon",40,0,0,0,40
1893398,1600966,2025-09-03,Assembly,"AB 59 Aguiar-Curry Concurrence in Senate Amendments",79,0,0,0,79
1893399,1562772,2025-04-30,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,0,0,1,12
1893399,1577488,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893399,1583535,2025-06-02,Assembly,"AB 6 Ward Assembly Third Reading",79,0,0,0,79
1893399,1597529,2025-07-01,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1893399,1598311,2025-07-14,Senate,"Placed on suspense file",7,0,0,0,7
1893400,1528321,2025-03-25,Assembly,"Do pass",5,1,0,1,7
1893400,1565242,2025-05-05,Assembly,"AB 60 Papan Assembly Third Reading",63,4,0,12,79
1893400,1597437,2025-07-02,Senate,"Do pass as amended",6,0,0,2,8
1893400,1601261,2025-09-08,Senate,"Assembly 3rd Reading AB60 Papan By Weber Pierson",36,0,0,4,40
1893400,1601674,2025-09-09,Assembly,"AB 60 Papan Concurrence in Senate Amendments",65,2,0,13,80
1893401,1528242,2025-03-26,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,0,0,18
1893401,1577520,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893401,1583523,2025-06-02,Assembly,"AB 61 Pacheco Assembly Third Reading",79,0,0,0,79
1893401,1597748,2025-07-07,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",15,0,0,2,17
1893401,1599436,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893402,1561134,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,1,0,2,12
1893402,1577157,2025-05-23,Assembly,"Do pass",11,2,0,2,15
1893402,1582233,2025-05-29,Assembly,"AB 62 McKinnor Assembly Third Reading",57,4,0,18,79
1893402,1598774,2025-07-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",13,0,0,0,13
1893402,1600070,2025-08-25,Senate,"Placed on suspense file",6,0,0,1,7
1893402,1600454,2025-08-29,Senate,"Do pass as amended",5,2,0,0,7
1893402,1601230,2025-09-08,Senate,"Assembly 3rd Reading AB62 McKinnor et al. By Smallwood-Cuevas",30,7,0,3,40
1893402,1601480,2025-09-09,Assembly,"AB 62 McKinnor Concurrence in Senate Amendments",66,4,0,10,80
1893404,1555947,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",6,3,0,1,10
1893404,1561200,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,2,0,2,12
1893404,1577440,2025-05-23,Assembly,"Do pass",11,3,0,1,15
1893404,1584414,2025-06-03,Assembly,"AB 7 Bryan Assembly Third Reading",54,17,0,8,79
1893404,1598117,2025-07-09,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",5,2,0,0,7
1893404,1598659,2025-07-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,2,0,0,13
1893404,1599395,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893404,1600692,2025-08-29,Senate,"Do pass",5,2,0,0,7
1893404,1601673,2025-09-09,Senate,"Assembly 3rd Reading AB7 Bryan et al. By Richardson",30,10,0,0,40
1893404,1602364,2025-09-12,Assembly,"AB 7 Bryan Concurrence in Senate Amendments",55,18,0,7,80
1893405,1554551,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Revenue and Taxation]",17,0,0,1,18
1893405,1561131,2025-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,1,0,0,7
1893405,1577904,2025-05-23,Assembly,"Do pass as amended",11,0,0,4,15
1893405,1583370,2025-06-02,Assembly,"AB 8 Aguiar-Curry Assembly Third Reading",73,1,0,5,79
1893405,1597685,2025-07-07,Senate,"Do pass, but first be re-referred to the Committee on [Revenue and Taxation]",11,0,0,0,11
1893405,1598091,2025-07-09,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1893405,1599524,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1893405,1600482,2025-08-29,Senate,"Do pass as amended",7,0,0,0,7
1893405,1602057,2025-09-12,Senate,"Assembly 3rd Reading AB8 Aguiar-Curry By Ashby",37,0,0,3,40
1893405,1602058,2025-09-13,Assembly,"AB 8 AGUIAR-CURRY Concurrence in Senate Amendments",73,1,0,6,80
1893409,1591151,2025-06-16,Assembly,"Be adopted. To third reading",10,0,0,1,11
1893410,1511429,2025-03-10,Assembly,"Be adopted. To third reading",9,0,0,2,11
1893413,1569849,2025-05-12,Assembly,"Be adopted. To Consent Calendar",7,0,0,4,11
1893413,1572435,2025-05-15,Assembly,"ACR 5 Nguyen Consent Calendar Second Day Regular Session",69,0,0,10,79
1893413,1593162,2025-06-19,Senate,"Special Consent ACR5 Nguyen et al",35,0,0,5,40
1893415,1470866,2024-12-03,Assembly,"HR 1 PACHECO Assembly Third Reading",58,19,0,2,79
1893415,1564795,2024-12-02,Assembly,"HR 1 PACHECO Assembly Third Reading",58,19,0,2,79
1893416,1470867,2024-12-03,Assembly,"HR 2 RIVAS Assembly Third Reading By AGUIAR-CURRY",78,0,0,1,79
1893416,1564794,2024-12-02,Assembly,"HR 2 RIVAS Assembly Third Reading By AGUIAR-CURRY",78,0,0,1,79
1893417,1470868,2024-12-03,Assembly,"HR 3 RIVAS Assembly Third Reading By AGUIAR-CURRY",77,0,0,2,79
1893417,1564797,2024-12-02,Assembly,"HR 3 RIVAS Assembly Third Reading By AGUIAR-CURRY",77,0,0,2,79
1893418,1470869,2024-12-03,Assembly,"HR 4 ESSAYLI Assembly Third Reading Motion to Lay on the Table By AGUIAR-CURRY",58,19,0,2,79
1893418,1564793,2024-12-02,Assembly,"HR 4 ESSAYLI Assembly Third Reading Motion to Lay on the Table By AGUIAR-CURRY",58,19,0,2,79
1893420,1474061,2025-01-23,Assembly,"Be adopted. To Consent Calendar",10,0,0,1,11
1893420,1477873,2025-01-30,Assembly,"HR 6 Connolly Consent Calendar Second Day Regular Session",69,0,0,10,79
1893421,1516577,2025-03-12,Senate,"Do pass, but first be re-referred to the Committee on [Military and Veterans Affairs]",5,0,0,0,5
1893421,1559469,2025-04-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,0,0,1,5
1893421,1569922,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1893422,1526886,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,3,0,1,15
1893422,1552820,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
