bill_id,date,chamber,sequence,action
1893437,2025-04-10,Senate,6,"Set for hearing April 21."
1893437,2025-04-11,Senate,7,"Set for hearing April 29 in JUD. pending receipt."
1893437,2025-04-22,Senate,8,"From committee: Do pass and re-refer to Com. on JUD. (Ayes 13. Noes 4. Page 809.) (April 21). Re-referred to Com. on JUD."
1893437,2025-04-22,Senate,9,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1893437,2025-04-23,Senate,10,"April 29 hearing postponed by committee."
1893437,2025-04-23,Senate,11,"Withdrawn from committee."
1893437,2025-04-23,Senate,12,"Re-referred to Com. on APPR."
1893437,2025-04-25,Senate,13,"Set for hearing May 5."
1893437,2025-05-05,Senate,14,"May 5 hearing: Placed on APPR. suspense file."
1893437,2025-05-16,Senate,15,"Set for hearing May 23."
1893437,2025-05-23,Senate,16,"From committee: Do pass. (Ayes 5. Noes 1. Page 1187.) (May 23)."
1893437,2025-05-23,Senate,17,"Read second time. Ordered to third reading."
1893437,2025-06-02,Senate,18,"Read third time. Passed. (Ayes 28. Noes 10. Page 1360.) Ordered to the Assembly."
1893437,2025-06-03,Assembly,19,"In Assembly. Read first time. Held at Desk."
1893437,2025-06-09,Assembly,20,"Referred to Com. on U. & E."
1893437,2025-06-17,Assembly,21,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on U. & E."
1893437,2025-06-26,Assembly,22,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 1.) (June 25)."
1893437,2025-06-27,Assembly,23,"Read second time and amended. Re-referred to Com. on APPR."
1893437,2025-08-20,Assembly,24,"August 20 set for first hearing. Placed on APPR. suspense file."
1893437,2025-08-29,Assembly,25,"From committee: Do pass as amended. (Ayes 9. Noes 1.) (August 29)."
1893437,2025-09-02,Assembly,26,"Read second time and amended. Ordered to second reading."
1893437,2025-09-03,Assembly,27,"Read second time. Ordered to third reading."
1893437,2025-09-05,Assembly,28,"Assembly Rule 69(b)(1) suspended."
1893437,2025-09-05,Assembly,29,"Read third time and amended."
1893437,2025-09-05,Assembly,30,"Ordered to third reading."
1893437,2025-09-11,Assembly,31,"Read third time. Passed. (Ayes 46. Noes 9. Page 3282.) Ordered to the Senate."
1893437,2025-09-12,Senate,32,"In Senate. Concurrence in Assembly amendments pending."
1893437,2025-09-12,Senate,33,"Assembly amendments concurred in. (Ayes 29. Noes 9.) Ordered to engrossing and enrolling."
1893437,2025-09-23,,34,"Enrolled and presented to the Governor at 2 p.m."
1893437,2025-10-11,Senate,35,"Vetoed by the Governor."
1893437,2025-10-11,Senate,36,"In Senate. Consideration of Governor's veto pending."
1893438,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893438,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893438,2025-01-29,Senate,3,"Referred to Com. on JUD."
1893438,2025-03-20,Senate,4,"Set for hearing April 8."
1893438,2025-03-25,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1893438,2025-04-09,Senate,6,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 12. Noes 0. Page 704.) (April 8)."
1893438,2025-04-10,Senate,7,"Read second time and amended. Re-referred to Com. on APPR."
1893438,2025-04-17,Senate,8,"Set for hearing April 28."
1893438,2025-04-28,Senate,9,"April 28 hearing: Placed on APPR. suspense file."
1893438,2025-05-16,Senate,10,"Set for hearing May 23."
1893438,2025-05-23,Senate,11,"From committee: Do pass. (Ayes 6. Noes 0. Page 1187.) (May 23)."
1893438,2025-05-23,Senate,12,"Read second time. Ordered to third reading."
1893438,2025-05-27,Senate,13,"Read third time and amended."
1893438,2025-05-27,Senate,14,"Ordered to second reading."
1893438,2025-05-28,Senate,15,"Read second time. Ordered to third reading."
1893438,2025-06-02,Senate,16,"Read third time. Passed. (Ayes 36. Noes 1. Page 1378.) Ordered to the Assembly."
1893438,2025-06-03,Assembly,17,"In Assembly. Read first time. Held at Desk."
1893438,2025-06-09,Assembly,18,"Referred to Com. on JUD."
1893438,2025-06-24,Assembly,19,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 10. Noes 0.) (June 24). Re-referred to Com. on APPR."
1893438,2025-07-09,Assembly,20,"July 9 set for first hearing. Placed on APPR. suspense file."
1893438,2025-08-29,Assembly,21,"From committee: Do pass. (Ayes 11. Noes 1.) (August 29)."
1893438,2025-09-02,Assembly,22,"Read second time. Ordered to third reading."
1893438,2025-09-08,Assembly,23,"Ordered to inactive file on request of Assembly Member Aguiar-Curry."
1893439,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893439,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893439,2025-01-29,Senate,3,"Referred to Coms. on JUD. and B. P. & E.D."
1893439,2025-02-03,Senate,4,"Set for hearing February 11."
1893439,2025-02-11,Senate,5,"From committee: Do pass and re-refer to Com. on B. P. & E.D. (Ayes 10. Noes 1. Page 176.) (February 11). Re-referred to Com. on B. P. & E.D."
1893439,2025-02-28,Senate,6,"Set for hearing March 3."
1893439,2025-03-03,Senate,7,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 8. Noes 0. Page 304.) (March 3)."
1893439,2025-03-04,Senate,8,"Read second time and amended. Re-referred to Com. on APPR."
1893439,2025-03-06,Senate,9,"From committee: Be ordered to second reading pursuant to Senate Rule 28.8."
1893439,2025-03-10,Senate,10,"Read second time. Ordered to third reading."
1893439,2025-03-13,Senate,11,"Read third time. Urgency clause adopted. Passed. (Ayes 35. Noes 0. Page 364.) Ordered to the Assembly."
1893439,2025-03-13,Assembly,12,"In Assembly. Read first time. Held at Desk."
1893439,2025-03-24,Assembly,13,"Joint Rule 62(a) suspended."
1893439,2025-03-24,Assembly,14,"Referred to Com. on JUD."
1893439,2025-03-24,Assembly,15,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1893439,2025-03-26,Assembly,16,"From committee: Do pass. (Ayes 9. Noes 0.) (March 26)."
1893439,2025-03-27,Assembly,17,"Read second time. Ordered to third reading."
1893439,2025-04-01,Assembly,18,"Read third time. Urgency clause adopted. Passed. (Ayes 77. Noes 0. Page 948.) Ordered to the Senate."
1893439,2025-04-01,Senate,19,"In Senate. Concurrence in Assembly amendments pending."
1893439,2025-04-01,Senate,20,"Assembly amendments concurred in. (Ayes 38. Noes 1. Page 604.) Ordered to engrossing and enrolling."
1893439,2025-04-01,,21,"Enrolled and presented to the Governor at 4 p.m."
1893439,2025-04-02,,22,"Approved by the Governor."
1893439,2025-04-02,,23,"Chaptered by Secretary of State. Chapter 1, Statutes of 2025."
1893440,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893440,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893440,2025-01-29,Senate,3,"Referred to Com. on JUD."
1893440,2025-04-01,Senate,4,"Set for hearing April 8."
1893440,2025-04-09,Senate,5,"From committee: Do pass. (Ayes 12. Noes 0. Page 704.) (April 8)."
1893440,2025-04-10,Senate,6,"Read second time. Ordered to third reading."
1893440,2025-05-27,Senate,7,"Read third time. Urgency clause adopted. Passed. (Ayes 39. Noes 0. Page 1237.) Ordered to the Assembly."
1893440,2025-05-28,Assembly,8,"In Assembly. Read first time. Held at Desk."
1893440,2025-06-05,Assembly,9,"Referred to Com. on JUD."
1893440,2025-06-11,Assembly,10,"June 17 hearing postponed by committee."
1893440,2025-06-17,Assembly,11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1893440,2025-07-02,Assembly,12,"From committee: Do pass and re-refer to Com. on HEALTH. (Ayes 11. Noes 0.) (July 1). Re-referred to Com. on HEALTH."
1893440,2025-07-09,Assembly,13,"From committee: Do pass and re-refer to Com. on PUB. S. (Ayes 16. Noes 0.) (July 8). Re-referred to Com. on PUB. S."
1893440,2025-07-16,Assembly,14,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 9. Noes 0.) (July 15)."
1893440,2025-07-17,Assembly,15,"Read second time and amended. Re-referred to Com. on APPR."
1893440,2025-08-20,Assembly,16,"August 20 set for first hearing. Placed on APPR. suspense file."
1893440,2025-08-29,Assembly,17,"From committee: Do pass as amended. (Ayes 11. Noes 0.) (August 29)."
1893440,2025-09-02,Assembly,18,"Read second time and amended. Ordered to second reading."
1893440,2025-09-03,Assembly,19,"Read second time. Ordered to third reading."
1893440,2025-09-11,Assembly,20,"Read third time. Passed. (Ayes 74. Noes 0. Page 3339.) Ordered to the Senate."
1893440,2025-09-12,Senate,21,"In Senate. Concurrence in Assembly amendments pending."
1893440,2025-09-12,Senate,22,"Assembly amendments concurred in. (Ayes 38. Noes 0.) Ordered to engrossing and enrolling."
1893440,2025-09-23,,23,"Enrolled and presented to the Governor at 2 p.m."
1893440,2025-10-10,,24,"Approved by the Governor."
1893440,2025-10-10,,25,"Chaptered by Secretary of State. Chapter 528, Statutes of 2025."
1893441,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893441,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893441,2025-01-29,Senate,3,"Referred to Com. on PUB. S."
1893441,2025-03-07,Senate,4,"Set for hearing March 25."
1893441,2025-03-10,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on PUB. S."
1893441,2025-03-25,Senate,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 6. Noes 0. Page 533.) (March 25). Re-referred to Com. on APPR."
1893441,2025-03-28,Senate,7,"Set for hearing April 7."
1893441,2025-04-07,Senate,8,"April 7 hearing: Placed on APPR. suspense file."
1893441,2025-05-16,Senate,9,"Set for hearing May 23."
1893441,2025-05-23,Senate,10,"From committee: Do pass as amended. (Ayes 6. Noes 0. Page 1188.) (May 23)."
1893441,2025-05-23,Senate,11,"Read second time and amended. Ordered to second reading."
1893441,2025-05-27,Senate,12,"Read second time. Ordered to third reading."
1893441,2025-05-29,Senate,13,"Read third time. Urgency clause adopted. Passed. (Ayes 38. Noes 0. Page 1336.) Ordered to the Assembly."
1893441,2025-05-29,Assembly,14,"In Assembly. Read first time. Held at Desk."
1893441,2025-06-05,Assembly,15,"Referred to Com. on PUB. S."
1893441,2025-06-17,Assembly,16,"June 17 set for first hearing canceled at the request of author."
1893441,2025-07-15,Assembly,17,"July 15 hearing postponed by committee."
1893442,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893442,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893442,2025-01-29,Senate,3,"Referred to Coms. on JUD. and APPR."
1893442,2025-03-13,Senate,4,"Set for hearing April 1."
1893442,2025-04-02,Senate,5,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 2. Page 609.) (April 1). Re-referred to Com. on APPR."
1893442,2025-04-04,Senate,6,"Set for hearing April 21."
1893442,2025-04-21,Senate,7,"April 21 hearing: Placed on APPR. suspense file."
1893442,2025-05-16,Senate,8,"Set for hearing May 23."
1893442,2025-05-23,Senate,9,"From committee: Do pass as amended. (Ayes 5. Noes 1. Page 1188.) (May 23)."
1893442,2025-05-23,Senate,10,"Read second time and amended. Ordered to second reading."
1893442,2025-05-27,Senate,11,"Read second time. Ordered to third reading."
1893442,2025-06-04,Senate,12,"Read third time. Passed. (Ayes 21. Noes 10. Page 1516.) Ordered to the Assembly."
1893442,2025-06-05,Assembly,13,"In Assembly. Read first time. Held at Desk."
1893442,2025-06-16,Assembly,14,"Referred to Com. on JUD."
1893442,2025-07-09,Assembly,15,"Coauthors revised."
1893442,2025-07-09,Assembly,16,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 3.) (July 8). Re-referred to Com. on APPR."
1893442,2025-08-20,Assembly,17,"August 20 set for first hearing. Placed on APPR. suspense file."
1893442,2025-08-29,Assembly,18,"August 29 hearing postponed by committee."
1893442,2025-09-09,Assembly,19,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1893442,2025-09-10,Assembly,20,"Assembly Rule 96 suspended. (Ayes 55. Noes 18. Page 3163.)"
1893442,2025-09-10,Assembly,21,"Withdrawn from committee."
1893442,2025-09-10,Assembly,22,"Ordered to third reading."
1893442,2025-09-13,Assembly,23,"Ordered to inactive file on request of Assembly Member Aguiar-Curry."
1893443,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893443,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893443,2025-01-29,Senate,3,"Referred to Com. on RLS."
1893443,2025-03-03,Senate,4,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1893443,2025-03-12,Senate,5,"Re-referred to Com. on E. & C.A."
1893443,2025-03-13,Senate,6,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E. & C.A."
1893443,2025-04-04,Senate,7,"Set for hearing April 29."
1893443,2025-04-21,Senate,8,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E. & C.A."
1893443,2025-04-29,Senate,9,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 0. Page 933.) (April 29). Re-referred to Com. on APPR."
1893443,2025-05-02,Senate,10,"Set for hearing May 12."
1893443,2025-05-06,Senate,11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1893443,2025-05-12,Senate,12,"May 12 hearing: Placed on APPR. suspense file."
1893443,2025-05-16,Senate,13,"Set for hearing May 23."
1893443,2025-05-23,Senate,14,"From committee: Do pass as amended. (Ayes 6. Noes 0. Page 1186.) (May 23)."
1893443,2025-05-23,Senate,15,"Read second time and amended. Ordered to second reading."
1893443,2025-05-27,Senate,16,"Read second time. Ordered to third reading."
1893443,2025-06-02,Senate,17,"Ordered to special consent calendar."
1893443,2025-06-04,Senate,18,"Read third time. Passed. (Ayes 39. Noes 0. Page 1521.) Ordered to the Assembly."
1893443,2025-06-05,Assembly,19,"In Assembly. Read first time. Held at Desk."
1893443,2025-06-16,Assembly,20,"Referred to Com. on ELECTIONS."
1893443,2025-07-16,Assembly,21,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (July 16)."
1893443,2025-07-17,Assembly,22,"Read second time and amended. Re-referred to Com. on APPR."
1893443,2025-08-20,Assembly,23,"August 20 set for first hearing. Placed on APPR. suspense file."
1893443,2025-08-29,Assembly,24,"From committee: Do pass. (Ayes 15. Noes 0.) (August 29)."
1893443,2025-09-02,Assembly,25,"Read second time. Ordered to third reading."
1893443,2025-09-04,Assembly,26,"Read third time and amended."
1893443,2025-09-04,Assembly,27,"Ordered to third reading."
1893443,2025-09-08,Assembly,28,"Read third time. Passed. (Ayes 79. Noes 0. Page 2988.) Ordered to the Senate."
1893443,2025-09-08,Senate,29,"In Senate. Concurrence in Assembly amendments pending."
1893443,2025-09-10,Senate,30,"Assembly amendments concurred in. (Ayes 40. Noes 0.) Ordered to engrossing and enrolling."
1893443,2025-09-17,,31,"Enrolled and presented to the Governor at 2 p.m."
1893443,2025-10-03,,32,"Approved by the Governor."
1893443,2025-10-03,,33,"Chaptered by Secretary of State. Chapter 307, Statutes of 2025."
1893444,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893444,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893444,2025-01-29,Senate,3,"Referred to Com. on RLS."
1893444,2025-02-11,Senate,4,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1893444,2025-02-19,Senate,5,"Re-referred to Coms. on TRANS. and E.Q."
1893444,2025-03-25,Senate,6,"Set for hearing April 8."
1893444,2025-03-26,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on TRANS."
1893444,2025-04-09,Senate,8,"From committee: Do pass and re-refer to Com. on E.Q. (Ayes 11. Noes 3. Page 710.) (April 8). Re-referred to Com. on E.Q."
1893444,2025-04-11,Senate,9,"Set for hearing April 30."
1893444,2025-05-01,Senate,10,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 6. Noes 0. Page 962.) (April 30)."
1893444,2025-05-05,Senate,11,"Read second time and amended. Re-referred to Com. on APPR."
1893444,2025-05-09,Senate,12,"Set for hearing May 19."
1893444,2025-05-19,Senate,13,"From committee: Be ordered to second reading pursuant to Senate Rule 28.8."
1893444,2025-05-20,Senate,14,"Read second time. Ordered to third reading."
1893444,2025-05-28,Senate,15,"Read third time. Passed. (Ayes 28. Noes 10. Page 1297.) Ordered to the Assembly."
1893444,2025-05-28,Assembly,16,"In Assembly. Read first time. Held at Desk."
1893444,2025-06-05,Assembly,17,"Referred to Com. on TRANS."
1893444,2025-06-26,Assembly,18,"July 7 hearing postponed by committee."
1893444,2025-07-15,Assembly,19,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 10. Noes 5.) (July 14)."
1893444,2025-07-16,Assembly,20,"Read second time and amended. Re-referred to Com. on APPR."
1893444,2025-08-20,Assembly,21,"From committee: Do pass. (Ayes 11. Noes 4.) (August 20)."
1893444,2025-08-21,Assembly,22,"Read second time. Ordered to third reading."
1893444,2025-09-09,Assembly,23,"Read third time. Passed. (Ayes 53. Noes 22. Page 3092.) Ordered to the Senate."
1893444,2025-09-09,Senate,24,"In Senate. Concurrence in Assembly amendments pending."
1893444,2025-09-10,Senate,25,"Assembly amendments concurred in. (Ayes 29. Noes 10.) Ordered to engrossing and enrolling."
1893444,2025-09-17,,26,"Enrolled and presented to the Governor at 2 p.m."
1893444,2025-10-13,,27,"Approved by the Governor."
1893444,2025-10-13,,28,"Chaptered by Secretary of State. Chapter 735, Statutes of 2025."
1893445,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893445,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893445,2025-01-29,Senate,3,"Referred to Com. on RLS."
1893445,2025-02-10,Senate,4,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1893445,2025-02-19,Senate,5,"Re-referred to Coms. on N.R. & W. and E.Q."
1893445,2025-03-12,Senate,6,"Set for hearing March 25."
1893445,2025-03-25,Senate,7,"From committee: Do pass as amended and re-refer to Com. on E.Q. (Ayes 7. Noes 0. Page 531.) (March 25)."
1893445,2025-03-26,Senate,8,"Read second time and amended. Re-referred to Com. on E.Q."
1893445,2025-04-02,Senate,9,"Set for hearing April 30."
1893445,2025-04-21,Senate,10,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E.Q."
1893445,2025-05-01,Senate,11,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 8. Noes 0. Page 962.) (April 30). Re-referred to Com. on APPR."
1893445,2025-05-02,Senate,12,"Set for hearing May 12."
1893445,2025-05-12,Senate,13,"May 12 hearing: Placed on APPR. suspense file."
1893445,2025-05-12,Senate,14,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1893445,2025-05-16,Senate,15,"Set for hearing May 23."
1893445,2025-05-23,Senate,16,"May 23 set for first hearing. Reconsideration of favorable vote granted."
1893445,2025-05-23,Senate,17,"From committee: Do pass. (Ayes 6. Noes 0. Page 1188.) (May 23)."
1893445,2025-05-23,Senate,18,"Read second time. Ordered to third reading."
1893445,2025-05-27,Senate,19,"Ordered to special consent calendar."
1893445,2025-05-29,Senate,20,"Read third time. Passed. (Ayes 38. Noes 0. Page 1322.) Ordered to the Assembly."
1893445,2025-05-29,Assembly,21,"In Assembly. Read first time. Held at Desk."
1893445,2025-06-05,Assembly,22,"Referred to Coms. on W. P., & W. and E.S & T.M."
1893445,2025-06-09,Assembly,23,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on W. P., & W."
1893445,2025-06-17,Assembly,24,"From committee: Do pass and re-refer to Com. on E.S & T.M. (Ayes 10. Noes 0.) (June 17). Re-referred to Com. on E.S & T.M."
1893445,2025-07-02,Assembly,25,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To consent calendar. (Ayes 7. Noes 0.) (July 1). Re-referred to Com. on APPR."
1893445,2025-08-20,Assembly,26,"August 20 set for first hearing. Placed on APPR. suspense file."
1893445,2025-08-29,Assembly,27,"Coauthors revised."
1893445,2025-08-29,Assembly,28,"From committee: Do pass. (Ayes 15. Noes 0.) (August 29)."
1893445,2025-09-02,Assembly,29,"Read second time. Ordered to third reading."
1893445,2025-09-03,Assembly,30,"Read third time. Passed. (Ayes 79. Noes 0. Page 2867.) Ordered to the Senate."
1893445,2025-09-03,Senate,31,"In Senate. Concurrence in Assembly amendments pending."
1893445,2025-09-04,Senate,32,"Assembly amendments concurred in. (Ayes 39. Noes 0.) Ordered to engrossing and enrolling."
1893445,2025-09-04,Senate,33,"Assembly amendments concurred in. (Ayes 39. Noes 0. Page 2512.) Ordered to engrossing and enrolling."
1893445,2025-09-09,,34,"Enrolled and presented to the Governor at 2 p.m."
1893445,2025-10-13,,35,"Approved by the Governor."
1893445,2025-10-13,,36,"Chaptered by Secretary of State. Chapter 736, Statutes of 2025."
1893446,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893446,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893446,2024-12-03,Senate,3,"(Corrected January 2)."
1893446,2025-01-29,Senate,4,"Referred to Com. on RLS."
1893446,2025-03-25,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1893446,2025-04-02,Senate,6,"Re-referred to Com. on HEALTH."
1893446,2025-04-04,Senate,7,"Set for hearing April 30."
1893446,2025-05-01,Senate,8,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 0. Page 965.) (April 30). Re-referred to Com. on APPR."
1893446,2025-05-02,Senate,9,"Set for hearing May 12."
1893446,2025-05-12,Senate,10,"May 12 hearing: Placed on APPR. suspense file."
1893446,2025-05-16,Senate,11,"Set for hearing May 23."
1893446,2025-05-23,Senate,12,"From committee: Do pass. (Ayes 6. Noes 0. Page 1188.) (May 23)."
1893446,2025-05-23,Senate,13,"Read second time. Ordered to third reading."
1893446,2025-06-02,Senate,14,"Read third time. Passed. (Ayes 36. Noes 0. Page 1361.) Ordered to the Assembly."
1893446,2025-06-03,Assembly,15,"In Assembly. Read first time. Held at Desk."
1893446,2025-06-09,Assembly,16,"Referred to Com. on HEALTH."
1893446,2025-06-19,Assembly,17,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on HEALTH."
1893446,2025-06-19,Assembly,18,"(Corrected June 20)."
1893446,2025-07-02,Assembly,19,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 15. Noes 0.) (July 1). Re-referred to Com. on APPR."
1893446,2025-07-16,Assembly,20,"July 16 set for first hearing. Placed on APPR. suspense file."
1893446,2025-08-29,Assembly,21,"Coauthors revised."
1893446,2025-08-29,Assembly,22,"August 29 hearing: Held in committee and under submission."
1893447,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893447,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893447,2025-01-29,Senate,3,"Referred to Coms. on ED. and HUMAN S."
1893447,2025-03-03,Senate,4,"Set for hearing March 19."
1893447,2025-03-10,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on ED."
1893447,2025-03-19,Senate,6,"From committee: Do pass and re-refer to Com. on HUMAN S. (Ayes 6. Noes 1. Page 419.) (March 19). Re-referred to Com. on HUMAN S."
1893447,2025-04-04,Senate,7,"Set for hearing April 21."
1893447,2025-04-22,Senate,8,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 0. Page 811.) (April 21). Re-referred to Com. on APPR."
1893447,2025-04-25,Senate,9,"Set for hearing May 5."
1893447,2025-05-05,Senate,10,"May 5 hearing: Placed on APPR. suspense file."
1893447,2025-05-16,Senate,11,"Set for hearing May 23."
1893447,2025-05-23,Senate,12,"May 23 hearing: Held in committee and under submission."
1893448,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893448,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893448,2025-01-29,Senate,3,"Referred to Coms. on E.Q. and TRANS."
1893448,2025-03-11,Senate,4,"Set for hearing April 2."
1893448,2025-03-24,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E.Q."
1893448,2025-03-28,Senate,6,"April 2 set for first hearing canceled at the request of author."
1893448,2025-04-10,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E.Q."
1893448,2025-04-11,Senate,8,"Set for hearing April 30."
1893448,2025-04-11,Senate,9,"April 30 hearing postponed by committee."
1893448,2025-04-17,Senate,10,"Set for hearing April 23."
1893448,2025-04-21,Senate,11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E.Q."
1893448,2025-04-22,Senate,12,"Set for hearing April 28 in TRANS. pending receipt."
1893448,2025-04-23,Senate,13,"From committee: Do pass and re-refer to Com. on TRANS. (Ayes 8. Noes 0. Page 866.) (April 23). Re-referred to Com. on TRANS."
1893448,2025-04-29,Senate,14,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 14. Noes 0. Page 919.) (April 28)."
1893448,2025-04-30,Senate,15,"Read second time and amended. Re-referred to Com. on APPR."
1893448,2025-05-02,Senate,16,"Set for hearing May 12."
1893448,2025-05-12,Senate,17,"May 12 hearing: Placed on APPR. suspense file."
1893448,2025-05-16,Senate,18,"Set for hearing May 23."
1893448,2025-05-23,Senate,19,"From committee: Do pass. (Ayes 6. Noes 0. Page 1188.) (May 23)."
1893448,2025-05-23,Senate,20,"Read second time. Ordered to third reading."
1893448,2025-06-03,Senate,21,"Read third time. Passed. (Ayes 31. Noes 1. Page 1473.) Ordered to the Assembly."
1893448,2025-06-04,Assembly,22,"In Assembly. Read first time. Held at Desk."
1893448,2025-06-09,Assembly,23,"Referred to Coms. on NAT. RES. and TRANS."
1893448,2025-07-08,Assembly,24,"From committee: Do pass as amended and re-refer to Com. on TRANS. (Ayes 10. Noes 1.) (July 7)."
1893448,2025-07-09,Assembly,25,"Read second time and amended. Re-referred to Com. on TRANS."
1893448,2025-07-09,Assembly,26,"July 14 hearing postponed by committee."
1893448,2025-07-15,Assembly,27,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 14. Noes 0.) (July 14)."
1893448,2025-07-16,Assembly,28,"Read second time and amended. Re-referred to Com. on APPR."
1893448,2025-08-20,Assembly,29,"August 20 set for first hearing. Placed on APPR. suspense file."
1893448,2025-08-29,Assembly,30,"From committee: Do pass. (Ayes 15. Noes 0.) (August 29)."
1893448,2025-09-02,Assembly,31,"Read second time. Ordered to third reading."
1893448,2025-09-11,Assembly,32,"Read third time. Passed. (Ayes 59. Noes 0. Page 3315.) Ordered to the Senate."
1893448,2025-09-12,Senate,33,"In Senate. Concurrence in Assembly amendments pending."
1893448,2025-09-12,Senate,34,"Assembly amendments concurred in. (Ayes 30. Noes 0.) Ordered to engrossing and enrolling."
1893448,2025-09-13,Senate,35,"Motion to reconsider made by Senator Richardson."
1893448,2025-09-13,Senate,36,"Reconsideration granted. (Ayes 35. Noes 0.)"
1893448,2025-09-13,Senate,37,"Assembly amendments concurred in. (Ayes 30. Noes 0.) Ordered to engrossing and enrolling."
1893448,2025-09-23,,38,"Enrolled and presented to the Governor at 2 p.m."
1893448,2025-10-13,Senate,39,"Vetoed by the Governor."
1893448,2025-10-13,Senate,40,"In Senate. Consideration of Governor's veto pending."
1893449,2024-12-02,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1893449,2024-12-03,Senate,2,"From printer. May be acted upon on or after January 2."
1893449,2025-01-29,Senate,3,"Referred to Com. on PUB. S."
1893449,2025-03-07,Senate,4,"Set for hearing March 25."
1893449,2025-03-12,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on PUB. S."
